popularity,id,1_n,2_n
30,0xGKfXSf03NYjxQQruyYOZ,45.00000,27.40000
25,3ZZT5Z4TDnzZWq9SiYHS4P,58.00000,49.20000
19,5Hdtw43LUumAd7rWsKmyAw,13.00000,16.50000
10,4zDtmRX8qJUB7JnUAcuMkU,20.50000,10.10000
7,0CiUHeymjQU8I6ATOEria3,26.00000,38.85714
25,2l0gTMUUPKgscXNGVFF8ly,23.00000,25.00000
13,4pKT3ItLtDwPFXqDZW4IbC,30.85714,32.40659
1,2e6DS0IniOXyJNs4BTBLoo,1.00000,1.00000
16,6vMQDgtvFwEhEqQABQLgJ0,18.00000,16.00000
3,7iNpHC9v5M7n3igsKnk9Yn,17.50000,11.16667
1,4s0obbcfvN6ifcvnoajNI1,33.50000,27.58981
24,6BkZZUURSzlrrIJnGtkSSx,18.00000,17.53333
9,3ZqorlVgZKL88eGr48JSdd,21.75000,16.53333
25,3WTDBT4MT3iWGXJUV7W4aH,25.40000,26.17857
24,3rHJP8hC0SeiAQlD66YOQX,26.00000,24.00000
2,0PCqIgvE7KDSkw1Z6NEYc9,16.00000,13.16667
2,2UY6M64jKjs9lNrC52SNVv,22.33333,33.53968
8,77KDxJeNBLxEabflrrZ9DG,10.00000,8.00000
24,37FJSSQrfIbOspiH5TqmJo,30.00000,22.00000
10,2yoVLBPhzg6g9I1YznfvKy,5.00000,10.00000
32,1ipLoOAM6e3zqbqUeDPpbs,33.00000,32.00000
33,3ktVTcbbzIOoAm8vZnDVPw,34.85714,34.80000
3,6e61VXeMjbkAF6VKNqcRJJ,8.50000,10.18182
20,2NSKZ2stp0iofquGhLM9jL,22.75000,23.27848
1,6hU5O0aVEBEceTbT6j0ELw,2.00000,15.50000
25,615dqZYNvr6ZImSbS7e1wk,32.00000,25.00000
6,4OmhSRiF37YtjwLywOVzAS,8.00000,6.00000
36,3T6MQugN3SnovyHgr7PLUa,40.00000,30.05556
19,0SCxTTTbkhjH35sBtXdbg0,20.00000,19.00000
15,7vvm5hKDHzO2tbbJlDbGp5,4.25000,8.33333
42,3vfHfEVTpvhiX5RDIMlVQB,37.22222,44.56000
25,2vOQkFQDXp4QV77pnlet6m,7.00000,25.00000
18,1mDK894RkLDHYycTvXDQI6,20.00000,7.63636
4,5iw1ZFLO8CwwezTEc5zsnO,3.00000,4.00000
3,70QTMG73oSBkSoz6fVWWTi,3.00000,3.00000
6,0sRET8fqWMzvME9hWLsAJP,1.00000,6.00000
2,4Lrqy4zeqBW8iI8hzlipMC,25.00000,2.00000
20,6f8gTOh2E9jysxAmrPwRoU,21.00000,20.00000
51,1Cm5r6LqrFQDuA0F4KUIQz,44.09091,37.52381
5,4bnLAd54XzJouoqcYVAHcQ,25.83333,22.23438
53,7bxG51u5eddqEHSaI0nvXy,43.50000,48.25000
2,1AU1KKmqdyWB29s0sYVjH3,14.50000,13.63636
19,1GKI1rI9rVfvoXgEwW5y5H,34.38462,34.05778
6,58ir1aB33oJ25E9D3rw8l8,6.00000,6.00000
11,0N9CYY1SdbL399AZF1qDbI,21.50000,16.25000
31,1DRM3CFf0dNpD44SaOqjSc,12.00000,31.00000
19,6YJWLyzMm3fUifphg9HoSp,18.00000,19.00000
40,3rSF48YAi2o73YFIKMvBVu,8.50000,40.00000
9,4u7drXjMOnbRIU1zoLL43v,9.00000,9.00000
59,2zNmlxTlRfyMAAifd2f71Q,73.00000,59.00000
32,6bOI44vIWQPwNzm0ORkK8Q,26.50000,24.75000
12,2rxAHmMPzgtJkxMHR8Wne0,16.00000,19.00000
22,41hujDAS4f36WggPeqQFWk,14.25000,17.46154
8,324bOqggWvSAxhwcpoGnbm,38.00000,24.25000
3,6WUMrx2K444elwN6n8hl4W,5.00000,3.00000
6,7KUP7DrK9oJwU7tyuWxxYr,6.50000,6.25000
17,607FRr49hQRy1hfWXDA5IK,20.00000,19.00000
5,01SccdbqtfVvpZ2UD1snND,10.00000,5.00000
11,50o6eOc9DvC6ncX5oUTDf5,8.00000,11.00000
25,5NJkGbRYzH21qNP6UEKx5W,48.00000,28.31008
2,4CuRxnBoQH1iAc5lWU4nqk,4.33333,3.30000
7,5NrBHeBMpxHhapZD8gn3Pe,9.00000,7.00000
51,6ac253D3NynjiNAjkkR2TJ,51.00000,46.33333
5,3kZaEjw4hYCdQ7OrXpu4OX,34.00000,10.20000
12,3F27GHBz1nQXWRekD1s9vM,13.00000,12.00000
32,6kvEy25jX5e1RtdFn1Eo3X,24.50000,21.66667
10,5Bcc4SgJnO211MQBbJPkeG,8.00000,6.50000
23,1XuOxeq7zKZTvilwbHdS6v,21.00000,23.00000
27,6ALVdge4HS2DBnOWR6RgNP,27.00000,27.00000
2,7uPSmMC9ouJgR6scLTbGe3,5.00000,2.00000
15,0GlNefxv0mkMduqWE2hrOj,32.00000,19.16667
12,01P3sI9cTWVijMfNm0Jz7V,13.00000,12.00000
11,4SUWLWGcllGbkcLN5DKulp,19.00000,11.00000
15,6jQNsTMdxFZugbha5suqHR,31.00000,29.72727
28,1qmmiqE1glIyPbXg5sZ92f,39.00000,39.75000
14,2gcRtyeG0XiktKbXjznGeD,14.00000,14.00000
3,45auL59ax2bGAwkzofVY4z,2.00000,2.16667
1,4GbJaYKzPtFslyRLiWA2rz,13.00000,7.00000
4,0vVti24oNaCE7Xfh6oX6Fr,6.00000,4.00000
8,3SJy8qRwrJWfxWY7SkDHDj,6.00000,7.00000
50,2SaIA1enj83vEmJikZdjQ3,50.00000,62.83333
16,03r57CYXVGc9EOIiRFyMqE,7.50000,11.75000
17,5y3FEJ93RPUlAcm4vkCN7h,14.50000,15.75000
2,1F1MwDcHWsqnzdWsXjgwpA,16.00000,1.50000
40,53jPOVHmvmVF6lLZgtcFzL,30.00000,40.16667
39,1QJ4iU6xJtdrk6HSPUTQ98,56.00000,57.84615
31,0wU7Jx5ZYz2r4Q8DVqqv30,33.00000,32.00000
39,7MUhgczJeVY0PoEMCpEsxt,36.00000,39.00000
25,2UWjTp1bO8nMI3C1jfrTsj,21.00000,19.71429
13,0GifBSsOozMuwRpBY8nhus,13.00000,13.00000
32,3piygLoXBXFOM06iyKWLEc,70.00000,45.73333
37,63ZRvqQ9D5sTjMPAYzuSYM,14.00000,37.00000
26,5jJO4NQhIubBQAqSZVA5S7,29.00000,34.00000
7,5PBSE8Nhvce9pN0tIb25yh,8.00000,7.00000
22,2Y4HyZqAPMu0R6nvl5rWgW,61.00000,59.66667
27,6gA3mg8N7XGRwY1WwKcm8D,27.00000,27.00000
25,1LHdNfe9h6CyUBF5njP0W5,25.00000,31.33333
38,44FllAmIHlAVQFnD0iuXQn,65.00000,54.80000
3,7C77OblopisSxFSS8tpN0z,3.00000,3.00000
10,1cD9tbKLNxATeTNNBpDDAx,37.50000,17.75000
4,31SOa6D70ZRfVR9unPNqAU,10.00000,4.00000
17,3glnwAjnBZI6TtLCPHwjRw,39.00000,17.00000
11,6nNrnNMqJoU5G9xoAEDxTb,11.00000,11.00000
9,5wubUlXJuXyoYtHR9hgKxO,12.00000,9.00000
45,29JlvmcJaB2Iv1dQZ8Jd8F,55.33333,44.00000
4,0Dc83FEIJBHxf1Nzcq3U7n,1.00000,4.00000
16,1d92TTBgMj3vqtOs8DQ499,52.00000,16.00000
49,1AqQ7buD0q6SRbQtYQUnou,67.00000,46.35714
31,7DWwtWoYH8jhf28tq3118m,35.00000,20.33333
49,7arwEayqcKWkzDmGEB7xov,54.00000,49.00000
13,5H4ORJM3AxCkrxJlWq7a7s,23.33333,21.55556
30,1XUaxgez29jiFVbd3slZrr,29.00000,29.50000
12,4pCa16VT3kEpljHoqbhvpF,29.80000,38.38462
17,6R02jK9KWlta3ptrygZCAU,11.00000,17.00000
10,1ns3C0t4QIiEOMO6ELXfBN,6.00000,10.00000
34,79J0nsmaJfS2cb4GjYmfFA,39.00000,34.00000
16,7oXEFws4LrxJv1o4PeOLHe,21.00000,11.00000
22,3qXdwYQfdVcPdVNS8RIcGl,46.00000,28.00000
19,2dUquaOdMyGwUa0I64a0aY,32.33333,24.94444
36,2eBaOuE2ZujGVsgpd9aE7Q,46.50000,39.80851
22,7nI3WkJ9XmtzjVZHwllf8n,20.00000,22.00000
21,29nYQAtysT9en4qYsRuNTL,20.50000,28.66667
2,53sSqrWw63FwGQLp3ip0J8,2.00000,2.00000
55,5vkIUHgmiNIPn4Beoh2QPc,47.00000,55.00000
1,1CdfEtdm3DYiwtLEs6MfrR,1.33333,1.22222
26,69k2SvCVULrUSPe3ULz3hr,45.20000,42.05556
1,77JlGSr4SPbH4fcgBOT3FR,2.50000,5.50000
65,4HlOlCSORjMhTnFZj9x6AQ,69.16667,59.15686
12,0pcVPsuneTWwZrYk6hSnty,3.50000,7.75000
17,3WzLPlKUVQRQmEUvCtugfI,32.00000,15.50000
15,6sjk1GRoQmy9iQPdpyO10g,34.83333,28.92727
27,6EU97nLiS9WODxfmAf3KbL,41.00000,28.66667
1,7BSaS7jemLYq8i2Wh15ax4,1.60000,1.48000
1,7iNwa8wF5rpca6CuOVHgaZ,1.00000,1.00000
6,6ipaBDUI3lIU0QBar3a9FD,6.00000,6.00000
9,6HODepcNMTMUancUPO9KYO,25.00000,9.00000
18,2UC89NemsMjHUgF1b8PmKw,33.00000,40.33333
17,5KvXtACyBFALB9l4pE5gzj,36.50000,21.00000
1,5G3tk4m275BpvSYyev092R,14.00000,7.50000
7,534yougZ8d43e7Uf6PSNTj,41.50000,29.79487
1,3J93peK8hq71JorXxI5FZV,1.00000,1.00000
46,0v1XXQm1lYXrclgeZhVrBZ,51.20000,43.50000
51,0Tcr6t5uyvDgOuNPCD36A3,63.00000,51.00000
26,5FFtHDcFBecHcUHiLqG2PJ,27.66667,24.40741
10,4yoUxMKN5bjj31AJglesim,14.07143,13.78061
12,7LR8IAkGZnoykXVQwAhcY3,6.00000,12.00000
9,4xTSsOIsxroYZegfgCCspg,9.00000,9.00000
5,2nAk4Xkcjub2C1WwPgGoqd,22.00000,27.33333
26,7ykM9gwcxoplthUOlrih06,36.25000,31.00000
29,0AaSGPWpEmW4Lrq4T285cd,31.00000,29.00000
25,2RZ4i1xPi3WbbtyHZS9pWX,48.00000,42.66667
2,6JSyISiPzLuyON58JaDyAN,9.00000,2.00000
20,5LTQDaq9tqtYv4tvXwbYD8,28.00000,20.00000
16,3fBz9HmyROxzZtVq9vayB7,13.18182,13.51852
19,5xtCZLuxMQuLUhO5s6Gr0D,42.57143,40.17708
3,1oDV08QAWwgZzO8dnrAOBO,21.50000,19.85714
7,4SnpEoCpqpmL3axTRi3C7D,6.00000,7.00000
11,7Ha9FDtYAhiGvmwNktIsnQ,15.75000,15.30303
36,1odS3tOSNDmaBj5HYXQsyG,26.00000,48.00000
45,1HumAcSgWUujlpOm1Zoj6p,43.00000,44.57143
24,5BV9uACDBbzISUnFoBcsvw,38.00000,35.00000
1,4HWb1yuqiwnXLsBo21e2FB,6.00000,1.00000
27,7Isargq7sZZ8hTbIx9yNsi,12.00000,27.00000
9,3DcFqRC9pI2PIuGgzFq2ab,55.50000,24.77494
1,2EIQyBGCa8hHdhkRWI9Cqz,1.50000,1.37500
1,6llWCw4W6roaEmhw7zAfpb,8.50000,6.77778
3,1OjC4N2UMLUtYP9Bd0PCly,5.00000,3.00000
1,4NynmLiNuFMiGmNgzqAaok,1.00000,1.00000
20,5qmKUuTUyeRgoJ5FSUgNoS,33.00000,30.00000
31,5ouISZaktkPbcGy0ITavLO,46.00000,37.40000
5,689faZQTLdbNMhtaQx8pRp,44.00000,44.16667
4,6pDCITmsNxfvuYVMq3lyOI,2.00000,4.00000
14,6fTfntWe8kOKUGBRk0RCpJ,68.00000,44.67797
6,6e3lRE5lwXjq6WlSqXY3NO,11.00000,18.66667
1,3kD45iyrfFbs4Ms5rRFE4j,2.00000,1.00000
13,2sSGwh4h3KolpFzLuzCLuP,13.00000,13.00000
49,6Gpp97J33tkrQ8g8A0kx1B,48.00000,32.00000
32,4qFYJ5Gbp4DpskZDJ7LtAa,84.00000,62.55172
17,2fcO6NRxyVD5LBvpKYyPf0,50.00000,35.72222
29,0APRWylevF8jx1mgmwsSek,33.00000,23.50000
5,494OCpaEF6gMsyRDKbWagI,51.00000,42.67857
22,7vJE5Yf52ZcOZL5Vvcqj6N,51.00000,22.00000
28,7dd60k1aNeBKWKshC7icGq,45.00000,36.00000
19,6UMedISXGMpEVKA6TddXTk,20.00000,19.00000
15,6q8X4bOtaE90bLLKJaBz8M,30.00000,15.00000
45,0lltuk2ugnfMXwJnXbYSex,49.33333,45.71429
1,7CsJeFCnYE71m8U3a4TPes,7.50000,8.21429
6,7aLIKl7INCumV84DtMIf44,59.00000,52.04651
38,4bY8e297O2X2Se2vP9LL3b,33.00000,29.71429
7,2SfJeCSWSXkOxFcmFYkUGP,25.00000,28.00000
13,235jYX619lBh0CvkGAAO66,40.00000,25.00000
25,6k5E0fXMSORheufkMMEVYn,34.00000,25.00000
16,5gEOC79e7QWCZYbhapnp87,32.00000,35.00000
22,1EICkAnVYbhYsXUaUIo84k,18.50000,20.25000
26,0qv1thknD9ItYc1pzAnA2X,31.00000,32.50000
5,3wL6iX3fznlLeHOkve3qIh,53.00000,27.46505
3,7HOusnYPyoFgqIp0tIwX0J,4.00000,3.00000
16,0zTnp28s6a4sN8QTcT8PUL,26.00000,10.00000
45,0rCstvhcy1BZyDomzN0YPE,81.00000,49.06667
4,6n3KP3jAvEKZEd74ps3RWm,50.66667,30.97222
37,48cI3r9zpRorKUKiepDyHk,33.50000,37.00000
7,1xp4il3t0vKXjbbBxoIm4n,44.50000,18.25000
4,6vEUoc9J6hi0yNJsdBWQVX,4.00000,4.00000
12,4SOz1j32TawiYGGOWIq36P,11.00000,12.00000
20,4iU1DTsDdHMCuZwo6SdEvV,29.60000,24.11538
1,1IJTMy6ZIt2Np6QN3ilLxN,6.00000,1.00000
1,0iL0QBJOl8lXH1lNBEkjqj,2.00000,1.00000
3,1bULQqX2CN7rdTDatGLJ37,31.25000,32.16667
8,4Hb82f0rwgKrySPQQtaun2,17.00000,12.00000
2,082H5PevTTN4ubeVpRcMto,1.00000,1.50000
1,49KNz7WxGMZQ3LOOut20C3,48.00000,24.75000
14,5hfqwT02GtAzIfY2Ea5lAp,14.00000,14.00000
50,4tk2WUKBOS9nKZj7bPQIXT,53.00000,36.66667
36,2TcMY3YBJJJIFjZERBrjpg,46.00000,35.50000
14,3G29JVikNQJAJjzfFUMCIM,55.00000,28.00000
26,1fuyJoue5Ew9U8wxon3rs4,7.00000,26.00000
17,3Pn82A1axl5s9MUPsZNcDA,45.00000,47.50000
10,5HoVI4DvfYpbJzJjYgKDV0,11.00000,10.00000
36,047UnCFE2OuyfRR2kx0o5j,38.50000,38.40000
2,67XgHr80BANAaRIjX34KEy,22.00000,23.62500
1,61V9R3NRy4HFSkzomP5mjt,41.66667,25.87566
6,6BmV2mYLZcvPWsMk3yvpUw,24.50000,29.28571
2,71pXzrslqgKxP4SECsPxLI,52.00000,24.57143
4,4SoMgPEt5iGCtEcw4FYePL,12.00000,23.65000
13,40nSsUz8UUvGomI8U0sp50,54.50000,37.30769
9,6nLeojgd1ISTzMsFdcvYA3,28.00000,18.50000
24,7BI8f3Fc6lj3f0WoQfJ7qL,45.00000,23.00000
12,5kcpnpDo7XdJwO5Ixun7mv,41.00000,7.50000
15,4flxXIUMJ5qtrpIXe3jjcD,18.00000,15.00000
24,0bzJ9aG4detpPK7k63AvVH,23.00000,31.92857
2,7Kib1AZOhw1q1mYoICtD8g,45.00000,31.78947
8,3iN9Ke5u5uhEce4WB3eOFK,9.00000,8.00000
3,5GIHUpiMquwfxXv3mECJJO,14.00000,7.25000
1,5JQlazgoM86DF5bo6mTZlH,12.50000,6.75000
2,1S4KKHNGeb70k1QquvwR7s,6.00000,2.00000
1,6uldwCnWGZnW6F004EAk5W,2.00000,1.00000
8,178EW5Jegafx8vqkhrqXf0,44.00000,36.92000
1,6YQEZFK9snpmJB44OauhEt,3.00000,1.00000
16,28aRtPLh5gezQoxKiU1OK4,21.00000,19.50000
18,01wf7lYpj76s9EaNTBF26q,18.00000,18.00000
10,5k0PXBMJXXU415K8cKDHr5,28.50000,19.25000
16,0dMRSXZew2FkWNMZjkigN6,47.00000,31.23529
2,0eZdvVKQdvYr3jUa3tZCE2,51.00000,40.19444
18,0Czkg169fh73YbuWKuwCyc,52.00000,33.10000
19,2SxdYGuWO6byUC68VLw1S3,39.50000,28.94667
14,3LZJcwNX9ntB8Tgag1x0ag,26.00000,19.00000
22,2P9o9u4Q287Hs2vyCBV3S2,50.50000,35.76000
15,5apbo7p8o1eX4x94TBHUGh,8.00000,17.50000
9,37UOx0GaMOcEWoJu8exxVR,9.00000,9.00000
2,2m5qeo6wKvWP9RIyShtGUK,71.00000,53.22222
2,0tXq2B3gcNtBtlpr84RJ0O,46.00000,14.46296
